"","participant.id_in_session","participant.code","participant.label","participant._is_bot","participant._index_in_pages","participant._max_page_index","participant._current_app_name","participant._round_number","participant._current_page_name","participant.ip_address","participant.time_started","participant.exclude_from_data_analysis","participant.visited","participant.mturk_worker_id","participant.mturk_assignment_id","participant.payoff","player.id_in_group","player.player_role","player.quiz_01_a","player.quiz_01_b","player.quiz_01_c","player.quiz_01_d","player.quiz_01_e","player.quiz_01_f","player.quiz_02_a","player.quiz_02_b","player.quiz_02_c","player.quiz_02_d","player.quiz_02_e","player.ret_score","player.vcm_score","player.vcm_ge_percent","player.passive_Player_Earnings","player.stage_round_count","player.paid_round","player.paid_active_round_score","player.round_payoff","player.GE_Low_A","player.GE_Low_F","player.mpcr","player.boycott_cost","player.passive_ge_contrib","player.A1_A_mult","player.A1_F_mult","player.F1_A_mult","player.F1_F_mult","player.A3_A_mult","player.A3_F_mult","player.N1_prob","player.A_stage1","player.F_stage2","player.A_stage3","player.Nature","player.terminal_choice","player.postStage_self_individual_exchange","player.postStage_self_ge","player.postStage_op_individual_exchange","player.postStage_op_group_exchange","player.postStage_round_points","player.followup_1","player.q_birthMonth","player.q_birthYear","player.q_sex","player.q_languages","player.q_YearsInUAE","player.q_nationality","player.q_major","player.q_part2strat","player.q_part3_A1strat","player.q_part3_F1strat","player.q_part3_A3strat","player.q_part3_dynamic","player.payoff","group.id_in_subsession","subsession.round_number","session.code","session.label","session.experimenter_name","session.mturk_HITId","session.mturk_HITGroupId","session.comment","session.is_demo","vcm_mean_ge_percent"
"423",3,"n075zyx5","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.115",2017-05-22 06:37:31,0,1,NA,NA,50,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N2","A1",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.3
"424",4,"sn7zoalz","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.198",2017-05-22 06:37:40,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,13,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A4","N2","N2",5,15,15,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.541
"425",5,"yw177pu2","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.71",2017-05-22 06:37:46,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.255
"426",6,"mw3d6c72","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.220",2017-05-22 06:38:06,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N2","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.275
"427",7,"c7ssmw0g","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.202",2017-05-22 06:38:13,0,1,NA,NA,75,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.24
"428",8,"jr7hrd3s","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.120",2017-05-22 06:38:19,0,1,NA,NA,55,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N2","A1",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.58
"429",9,"am33fy92","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.203",2017-05-22 06:38:34,0,1,NA,NA,75,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.22
"430",10,"n8fskdr0","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.174",2017-05-22 06:38:29,0,1,NA,NA,80,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.171
"431",11,"gjjzypw0","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.26",2017-05-22 06:38:34,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.275
"432",12,"jh0jvyqx","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.104",2017-05-22 06:38:49,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.269
"433",13,"ralqn835","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.188",2017-05-22 06:38:53,0,1,NA,NA,65,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.05
"434",14,"p0jrt99e","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.130",2017-05-22 06:38:54,0,1,NA,NA,55,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N2","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.362
"435",15,"sopbgk2i","SSEL_B_18",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.145",2017-05-22 06:38:55,0,1,NA,NA,75,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N2","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.095
"436",16,"z8yh3j3m","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.62",2017-05-22 06:39:00,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.28
"437",17,"sbdutvye","SSEL_B_19",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.67",2017-05-22 06:39:01,0,1,NA,NA,75,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N2","A1",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.145
"438",18,"bzt232iz","SSEL_B_16",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.185",2017-05-22 06:39:02,0,1,NA,NA,80,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N2","A1",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.05
"439",19,"ekbiybc6","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.140",2017-05-22 06:39:06,0,1,NA,NA,75,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.2
"440",20,"7pyi0chy","SSEL_B_20",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.136",2017-05-22 06:39:06,0,1,NA,NA,70,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N2","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,4,"wheg36z2",NA,NA,NA,NA,NA,0,0.189
"441",1,"yc7mtep7","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.117",2017-05-22 06:37:07,0,1,NA,NA,60,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,5,NA,NA,16,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A4","N1","N1",5,15,5,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.541
"442",2,"2ccmbtvh","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.142",2017-05-22 06:37:15,0,1,NA,NA,85,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.05
"443",3,"n075zyx5","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.115",2017-05-22 06:37:31,0,1,NA,NA,50,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N1","A1",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.3
"444",4,"sn7zoalz","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.198",2017-05-22 06:37:40,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.541
"445",5,"yw177pu2","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.71",2017-05-22 06:37:46,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.255
"446",6,"mw3d6c72","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.220",2017-05-22 06:38:06,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N2","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.275
"447",7,"c7ssmw0g","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.202",2017-05-22 06:38:13,0,1,NA,NA,75,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.24
"448",8,"jr7hrd3s","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.120",2017-05-22 06:38:19,0,1,NA,NA,55,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N2","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.58
"449",9,"am33fy92","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.203",2017-05-22 06:38:34,0,1,NA,NA,75,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.22
"450",10,"n8fskdr0","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.174",2017-05-22 06:38:29,0,1,NA,NA,80,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.171
"451",11,"gjjzypw0","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.26",2017-05-22 06:38:34,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N2","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.275
"452",12,"jh0jvyqx","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.104",2017-05-22 06:38:49,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.269
"453",13,"ralqn835","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.188",2017-05-22 06:38:53,0,1,NA,NA,65,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,5,NA,NA,26,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","N1",15,5,5,15,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.05
"454",14,"p0jrt99e","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.130",2017-05-22 06:38:54,0,1,NA,NA,55,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.362
"455",15,"sopbgk2i","SSEL_B_18",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.145",2017-05-22 06:38:55,0,1,NA,NA,75,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.095
"456",16,"z8yh3j3m","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.62",2017-05-22 06:39:00,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.28
"457",17,"sbdutvye","SSEL_B_19",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.67",2017-05-22 06:39:01,0,1,NA,NA,75,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F1",NA,"N1","A1",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.145
"458",18,"bzt232iz","SSEL_B_16",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.185",2017-05-22 06:39:02,0,1,NA,NA,80,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N2","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.05
"459",19,"ekbiybc6","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.140",2017-05-22 06:39:06,0,1,NA,NA,75,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N2","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.2
"460",20,"7pyi0chy","SSEL_B_20",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.136",2017-05-22 06:39:06,0,1,NA,NA,70,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N2","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,5,"wheg36z2",NA,NA,NA,NA,NA,0,0.189
"461",1,"yc7mtep7","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.117",2017-05-22 06:37:07,0,1,NA,NA,60,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,6,"wheg36z2",NA,NA,NA,NA,NA,0,0.541
"462",2,"2ccmbtvh","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.142",2017-05-22 06:37:15,0,1,NA,NA,85,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,6,"wheg36z2",NA,NA,NA,NA,NA,0,0.05
"463",3,"n075zyx5","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.115",2017-05-22 06:37:31,0,1,NA,NA,50,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A4","N2","A1",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,6,"wheg36z2",NA,NA,NA,NA,NA,0,0.3
"464",4,"sn7zoalz","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.198",2017-05-22 06:37:40,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N1","A1",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,6,"wheg36z2",NA,NA,NA,NA,NA,0,0.541
"465",5,"yw177pu2","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.71",2017-05-22 06:37:46,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,6,"wheg36z2",NA,NA,NA,NA,NA,0,0.255
"466",6,"mw3d6c72","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.220",2017-05-22 06:38:06,0,1,NA,NA,65,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6,NA,NA,23,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,"wheg36z2",NA,NA,NA,NA,NA,0,0.275
"467",7,"c7ssmw0g","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.202",2017-05-22 06:38:13,0,1,NA,NA,75,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,6,"wheg36z2",NA,NA,NA,NA,NA,0,0.24
"468",8,"jr7hrd3s","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.76.120",2017-05-22 06:38:19,0,1,NA,NA,55,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,6,NA,NA,16,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A4","N1","N1",5,15,5,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,"wheg36z2",NA,NA,NA,NA,NA,0,0.58
"469",9,"am33fy92","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.203",2017-05-22 06:38:34,0,1,NA,NA,75,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,6,"wheg36z2",NA,NA,NA,NA,NA,0,0.22
"470",10,"n8fskdr0","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults2","10.224.77.174",2017-05-22 06:38:29,0,1,NA,NA,80,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6,NA,NA,33,15,5,0.3,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,"wheg36z2",NA,NA,NA,NA,NA,0,0.171
